Account Code,Actual,Fund,Department,Division,Function,Cost Center
436000,0,6240,31,320,30,0000
437100,0,6240,31,320,30,0000
443100,0,6240,31,320,30,0000
443102,0,6240,31,320,30,0000
443120,0,6240,31,320,30,0000
443121,0,6240,31,320,30,0000
443200,0,6240,31,320,30,0000
443504,0,6240,31,320,30,0000
443505,0,6240,31,320,30,0000
443517,0,6240,31,320,30,0000
450012,0,6240,31,320,30,0000
450700,0,6240,31,320,30,0000
460000,0,6240,31,320,30,0000
481455,0,6240,31,320,30,0000
486000,0,6240,31,320,30,0000
489000,0,6240,31,320,30,0000
492000,0,6240,31,320,30,0000
493000,0,6240,31,320,30,0000
499100,-360000,6240,31,320,30,0000
499101,-84185,6240,31,320,30,0000
511001,0,6240,31,320,30,0000
511003,11613,6240,31,320,30,0000
511004,0,6240,31,320,30,0000
511008,-1887,6240,31,320,30,0000
511010,0,6240,31,320,30,0000
511997,0,6240,31,320,30,0000
512001,0,6240,31,320,30,0000
512002,0,6240,31,320,30,0000
512005,20737,6240,31,320,30,0000
512010,0,6240,31,320,30,0000
512011,0,6240,31,320,30,0000
512012,0,6240,31,320,30,0000
512014,-133868,6240,31,320,30,0000
512024,0,6240,31,320,30,0000
521001,1221,6240,31,320,30,0000
521002,-15274,6240,31,320,30,0000
521004,2750,6240,31,320,30,0000
521005,109,6240,31,320,30,0000
521007,3136,6240,31,320,30,0000
521008,0,6240,31,320,30,0000
521009,-2000,6240,31,320,30,0000
522002,0,6240,31,320,30,0000
523001,25,6240,31,320,30,0000
523002,0,6240,31,320,30,0000
524001,-4040,6240,31,320,30,0000
524003,-260,6240,31,320,30,0000
524004,-865,6240,31,320,30,0000
524005,124,6240,31,320,30,0000
524009,-10000,6240,31,320,30,0000
524101,11884,6240,31,320,30,0000
525001,0,6240,31,320,30,0000
528001,0,6240,31,320,30,0000
528102,-2000,6240,31,320,30,0000
528201,4650,6240,31,320,30,0000
528202,0,6240,31,320,30,0000
528502,680,6240,31,320,30,0000
528504,0,6240,31,320,30,0000
528505,0,6240,31,320,30,0000
571001,0,6240,31,320,30,0000
571002,0,6240,31,320,30,0000
571004,0,6240,31,320,30,0000
573001,0,6240,31,320,30,0000
574005,0,6240,31,320,30,0000
574008,0,6240,31,320,30,0000
581091,0,6240,31,320,30,0000
614101,1006,6240,31,320,30,0000
616101,0,6240,31,320,30,0000
616102,0,6240,31,320,30,0000
711101,-21077,6240,31,320,30,0000
712101,9464,6240,31,320,30,0000
511001,0,6240,31,320,30,3200
511004,-7300,6240,31,320,30,3200
511008,629,6240,31,320,30,3200
511010,0,6240,31,320,30,3200
511997,0,6240,31,320,30,3200
511999,0,6240,31,320,30,3200
512001,0,6240,31,320,30,3200
512002,0,6240,31,320,30,3200
512005,0,6240,31,320,30,3200
512014,26773,6240,31,320,30,3200
512024,0,6240,31,320,30,3200
512999,0,6240,31,320,30,3200
521002,0,6240,31,320,30,3200
521004,-2750,6240,31,320,30,3200
521009,0,6240,31,320,30,3200
522002,0,6240,31,320,30,3200
523001,0,6240,31,320,30,3200
