Account Code,Actual,Fund,Department,Division,Function,Cost Center
436000,0,6240,31,320,30,0000
437100,0,6240,31,320,30,0000
443100,0,6240,31,320,30,0000
443102,0,6240,31,320,30,0000
443120,0,6240,31,320,30,0000
443121,0,6240,31,320,30,0000
443200,0,6240,31,320,30,0000
443504,-171780.83,6240,31,320,30,0000
443505,-18160,6240,31,320,30,0000
443517,-16500,6240,31,320,30,0000
450012,-111531.62,6240,31,320,30,0000
450700,-2806462.94,6240,31,320,30,0000
460000,-7106.76,6240,31,320,30,0000
481455,-6800,6240,31,320,30,0000
486000,0,6240,31,320,30,0000
489000,0,6240,31,320,30,0000
492000,0,6240,31,320,30,0000
493000,0,6240,31,320,30,0000
499100,0,6240,31,320,30,0000
499101,0,6240,31,320,30,0000
511001,218150.83,6240,31,320,30,0000
511003,11612.3,6240,31,320,30,0000
511004,0,6240,31,320,30,0000
511008,-69.29,6240,31,320,30,0000
511010,0,6240,31,320,30,0000
511997,0,6240,31,320,30,0000
512001,19706.12,6240,31,320,30,0000
512002,15408.64,6240,31,320,30,0000
512005,35485.45,6240,31,320,30,0000
512010,0,6240,31,320,30,0000
512011,0,6240,31,320,30,0000
512012,3336.88,6240,31,320,30,0000
512014,188486,6240,31,320,30,0000
512024,0,6240,31,320,30,0000
521001,1023.45,6240,31,320,30,0000
521002,29807.9,6240,31,320,30,0000
521004,2288.98,6240,31,320,30,0000
521005,1994.78,6240,31,320,30,0000
521007,4664.75,6240,31,320,30,0000
521008,0,6240,31,320,30,0000
521009,93.34,6240,31,320,30,0000
522002,0,6240,31,320,30,0000
523001,2746.3,6240,31,320,30,0000
523002,300.09,6240,31,320,30,0000
524001,2258.74,6240,31,320,30,0000
524003,237.71,6240,31,320,30,0000
524004,0,6240,31,320,30,0000
524005,274,6240,31,320,30,0000
524009,22988.52,6240,31,320,30,0000
524101,10429.49,6240,31,320,30,0000
525001,0,6240,31,320,30,0000
528001,1806.87,6240,31,320,30,0000
528102,34801.27,6240,31,320,30,0000
528201,6145.6,6240,31,320,30,0000
528202,0,6240,31,320,30,0000
528502,1680,6240,31,320,30,0000
528504,0,6240,31,320,30,0000
528505,886.27,6240,31,320,30,0000
571001,2801.02,6240,31,320,30,0000
571002,0,6240,31,320,30,0000
571004,0,6240,31,320,30,0000
573001,0,6240,31,320,30,0000
574005,0,6240,31,320,30,0000
574008,0,6240,31,320,30,0000
581091,0,6240,31,320,30,0000
614101,0,6240,31,320,30,0000
616101,0,6240,31,320,30,0000
616102,0,6240,31,320,30,0000
711101,43000,6240,31,320,30,0000
712101,1637.6,6240,31,320,30,0000
511001,174655.95,6240,31,320,30,3200
511004,17789.15,6240,31,320,30,3200
511008,691.51,6240,31,320,30,3200
511010,0,6240,31,320,30,3200
511997,0,6240,31,320,30,3200
511999,0,6240,31,320,30,3200
512001,12388.06,6240,31,320,30,3200
512002,11275.5,6240,31,320,30,3200
512005,-14587.97,6240,31,320,30,3200
512014,26773,6240,31,320,30,3200
512024,0,6240,31,320,30,3200
512999,0,6240,31,320,30,3200
521002,0,6240,31,320,30,3200
