06/30/2014 10:37    |CITY OF ASHEVILLE, NC                                                                                 |PG     1,,,,,,,,,
davemichelson       |NEXT YEAR / CURRENT YEAR BUDGET ANALYSIS                                                              |bgnyrpts,,,,,,,,,,
PROJECTION:       20151 FY 2014-15 OPERATING BUDGET                        FOR PERIOD 13,,,,,,,,,,
,,,,,,,,,,
ACCOUNTS FOR:,,,,2013,2014,2014,2014,2014,2015,PCT
General Fund                      ,,,,ACTUAL,ORIG BUD,REVISED BUD,ACTUAL,PROJECTION,  Approved,CHANGE
,,,,,,,,,,
1,Administration Services Dept,,,,,,,,,
11,Governing Body Division,,,,,,,,,
11000011,511003,     ,Compensation - Temp/Seasonal  ,139358.91,140927,140927,138211.98,0,145951,3.60%
1100-01-01-011-0000-00000-00000-000-511003-,,,,,,,,,,
,,,,,,,,,,
11000011,512001,     ,FICA Tax Expense              ,9030.45,10781,10781,9292.01,0,11165,3.60%
1100-01-01-011-0000-00000-00000-000-512001-,,,,,,,,,,
,,,,,,,,,,
11000011,512012,     ,Vehicle Allowance             ,0,0,0,0,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-512012-,,,,,,,,,,
,,,,,,,,,,
11000011,512014,     ,Group Insurance Expense       ,27964.2,0,0,46679.58,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-512014-,,,,,,,,,,
,,,,,,,,,,
11000011,512016,     ,Expense Allowance             ,0,0,0,0,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-512016-,,,,,,,,,,
,,,,,,,,,,
11000011,512018,     ,Phone Allowance               ,0,0,0,0,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-512018-,,,,,,,,,,
,,,,,,,,,,
11000011,521002,     ,Professional Services         ,0,0,0,0,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-521002-,,,,,,,,,,
,,,,,,,,,,
11000011,521008,     ,Services - Copying and Dupl   ,0,0,0,0,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-521008-,,,,,,,,,,
,,,,,,,,,,
11000011,521009,     ,Services - Advertising        ,0,0,0,0,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-521009-,,,,,,,,,,
,,,,,,,,,,
11000011,522002,     ,Maint & Repair - Equipment    ,0,0,0,0,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-522002-,,,,,,,,,,
,,,,,,,,,,
11000011,523001,     ,Training                      ,17285.42,16000,16000,17493.45,0,16000,0.00%
1100-01-01-011-0000-00000-00000-000-523001-,,,,,,,,,,
,,,,,,,,,,
11000011,523002,     ,Dues & Subscriptions          ,752.99,750,750,823,0,750,0.00%
1100-01-01-011-0000-00000-00000-000-523002-,,,,,,,,,,
,,,,,,,,,,
11000011,524001,     ,Supplies - Other              ,504.9,0,0,4249.27,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-524001-,,,,,,,,,,
,,,,,,,,,,
11000011,524004,     ,Supplies - Books/Audio Visual ,0,150,150,0,0,150,0.00%
1100-01-01-011-0000-00000-00000-000-524004-,,,,,,,,,,
,,,,,,,,,,
11000011,525001,     ,Insurance & Bonds             ,0,0,0,0,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-525001-,,,,,,,,,,
,,,,,,,,,,
11000011,528010,     ,Special  Events               ,1823.46,1000,4200,4759.44,0,1500,50.00%
1100-01-01-011-0000-00000-00000-000-528010-,,,,,,,,,,
,,,,,,,,,,
11000011,528502,     ,Telephone                     ,1152,1200,1200,1065.2,0,1200,0.00%
1100-01-01-011-0000-00000-00000-000-528502-,,,,,,,,,,
,,,,,,,,,,
11000011,528505,     ,Cellular Usage                ,0,0,0,0,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-528505-,,,,,,,,,,
,,,,,,,,,,
11000011,571004,     ,Motor Pool Charges            ,0,0,0,60,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-571004-,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TOTAL,Governing Body Divisio,,,197872.33,170808,174008,222633.93,0,176716,3.50%
,,,,,,,,,,
12,City Clerk Division,,,,,,,,,
11000012,450000,     ,Sales and Services            ,-56,0,0,-505,0,0,0.00%
1100-01-01-012-0000-00000-00000-000-450000-,,,,,,,,,,
,,,,,,,,,,
11000012,450001,     ,Applications Fees             ,-810,0,0,-540,0,0,0.00%
1100-01-01-012-0000-00000-00000-000-450001-,,,,,,,,,,
,,,,,,,,,,
11000012,511001,     ,Compensation - Full Time Reg  ,84833.99,85073,85073,84028.59,0,87624,3.00%
1100-01-01-012-0000-00000-00000-000-511001-,,,,,,,,,,
,,,,,,,,,,
11000012,512001,     ,FICA Tax Expense              ,6360.92,6508,6508,6341.73,0,6703,3.00%
1100-01-01-012-0000-00000-00000-000-512001-,,,,,,,,,,
,,,,,,,,,,
11000012,512002,     ,Employer - LGERS              ,5722.55,6015,6015,5940.83,0,6195,3.00%
1100-01-01-012-0000-00000-00000-000-512002-,,,,,,,,,,
,,,,,,,,,,
11000012,512005,     ,Employer - 401(K)             ,4241.8,4254,4254,4201.39,0,4381,3.00%
1100-01-01-012-0000-00000-00000-000-512005-,,,,,,,,,,
,,,,,,,,,,
11000012,512012,     ,Vehicle Allowance             ,2412.99,2400,2400,2340.98,0,2400,0.00%
1100-01-01-012-0000-00000-00000-000-512012-,,,,,,,,,,
,,,,,,,,,,
11000012,512014,     ,Group Insurance Expense       ,9271.85,9296,9296,8991.93,0,9296,0.00%
1100-01-01-012-0000-00000-00000-000-512014-,,,,,,,,,,
,,,,,,,,,,
11000012,521001,     ,Contracted Services           ,0,0,0,0,0,0,0.00%
1100-01-01-012-0000-00000-00000-000-521001-,,,,,,,,,,
,,,,,,,,,,
11000012,521002,     ,Professional Services         ,0,0,0,0,0,0,0.00%
1100-01-01-012-0000-00000-00000-000-521002-,,,,,,,,,,
,,,,,,,,,,
11000012,521008,     ,Services - Copying and Dupl   ,0,300,295,0,0,300,0.00%
1100-01-01-012-0000-00000-00000-000-521008-,,,,,,,,,,
,,,,,,,,,,
11000012,522001,     ,Maintenance and Repairs       ,0,0,0,0,0,0,0.00%
1100-01-01-012-0000-00000-00000-000-522001-,,,,,,,,,,
,,,,,,,,,,
11000012,523001,     ,Training                      ,987.6,600,600,488.7,0,1850,208.30%
1100-01-01-012-0000-00000-00000-000-523001-,,,,,,,,,,
,,,,,,,,,,
11000012,523002,     ,Dues & Subscriptions          ,175,175,215,214.99,0,185,5.70%
1100-01-01-012-0000-00000-00000-000-523002-,,,,,,,,,,
,,,,,,,,,,
11000012,524001,     ,Supplies - Other              ,1550.07,672,632,47.07,0,360,-46.40%
1100-01-01-012-0000-00000-00000-000-524001-,,,,,,,,,,
,,,,,,,,,,
11000012,528502,     ,Telephone                     ,192,189,194,176.5,0,170,-10.10%
1100-01-01-012-0000-00000-00000-000-528502-,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TOTAL,City Clerk Division   ,,,114882.77,115482,115482,111727.71,0,119464,3.40%
,,,,,,,,,,
13,City Manager,,,,,,,,,
11000013,450000,     ,Sales and Services            ,0,0,0,-35.25,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-450000-,,,,,,,,,,
,,,,,,,,,,
11000013,511001,     ,Compensation - Full Time Reg  ,394367.54,416737,550301,538987.18,0,449266,7.80%
1100-01-01-013-0000-00000-00000-000-511001-,,,,,,,,,,
,,,,,,,,,,
11000013,511003,     ,Compensation - Temp/Seasonal  ,16775.19,0,19974,17964.39,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-511003-,,,,,,,,,,
,,,,,,,,,,
11000013,511004,     ,Compensation - Overtime       ,360.96,0,0,2520,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-511004-,,,,,,,,,,
,,,,,,,,,,
11000013,511010,     ,Quality of Serv Award         ,845.02,0,0,0,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-511010-,,,,,,,,,,
,,,,,,,,,,
11000013,512001,     ,FICA Tax Expense              ,25985.55,31880,44391,36380.89,0,34369,7.80%
1100-01-01-013-0000-00000-00000-000-512001-,,,,,,,,,,
,,,,,,,,,,
11000013,512002,     ,Employer - LGERS              ,27497.59,29463,38906,33427.16,0,31228,6.00%
1100-01-01-013-0000-00000-00000-000-512002-,,,,,,,,,,
,,,,,,,,,,
11000013,512005,     ,Employer - 401(K)             ,20338.13,20837,27515,23640.19,0,22085,6.00%
1100-01-01-013-0000-00000-00000-000-512005-,,,,,,,,,,
,,,,,,,,,,
11000013,512006,     ,Employer - 457                ,3454.85,0,0,2633.54,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-512006-,,,,,,,,,,
,,,,,,,,,,
11000013,512010,     ,Workers Compensation          ,0,0,0,0,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-512010-,,,,,,,,,,
,,,,,,,,,,
11000013,512011,     ,Unemployment                  ,0,0,4769,3854.94,0,1538,0.00%
1100-01-01-013-0000-00000-00000-000-512011-,,,,,,,,,,
,,,,,,,,,,
11000013,512012,     ,Vehicle Allowance             ,13271.29,13217,18036,12136.81,0,13217,0.00%
1100-01-01-013-0000-00000-00000-000-512012-,,,,,,,,,,
,,,,,,,,,,
11000013,512014,     ,Group Insurance Expense       ,42166.75,44156,53452,45378.79,0,46480,5.30%
1100-01-01-013-0000-00000-00000-000-512014-,,,,,,,,,,
,,,,,,,,,,
11000013,512020,     ,Fringe Ben - Housing Allowance,0,0,0,0,0,12000,0.00%
1100-01-01-013-0000-00000-00000-000-512020-,,,,,,,,,,
,,,,,,,,,,
11000013,512024,     ,OPEB Pension Contributions    ,0,0,3923,3923,0,5884,0.00%
1100-01-01-013-0000-00000-00000-000-512024-,,,,,,,,,,
,,,,,,,,,,
11000013,521002,     ,Professional Services         ,406.95,0,0,0,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-521002-,,,,,,,,,,
,,,,,,,,,,
