FROM,2010,1,TO,2010,13,,
,ORIGINAL,TRANFRS,REVISED,,,AVAILABLE,PCT
,APPROP,ADJSTMTS,BUDGET,ACTUALS,ENCUMBRANCES,BUDGET,USED
,,,,,,,
6100,Water Services Fund,,,,,,
,,,,,,,
91,Water Department,,,,,,
,,,,,,,
910,Water Administration,,,,,,
,,,,,,,
61000910,Wtr Svc Fd - Water Admin,,,,,,
,,,,,,,
6100-91-91-910-0000-00000-00000-000-450010- Charges for Services                          ,0,0,0,0,0,0,0.00%
6100-91-91-910-0000-00000-00000-000-450012- Delinquent & Interest Fee                     ,-660000,0,-660000,-855716.11,0,195716.11,129.70%
6100-91-91-910-0000-00000-00000-000-450705- Water Availability                            ,-98172,0,-98172,-52440.8,0,-45731.2,53.40%
6100-91-91-910-0000-00000-00000-000-450706- Water Reservation Fees                        ,-16957,0,-16957,-14102.4,0,-2854.6,83.20%
6100-91-91-910-0000-00000-00000-000-453100- Chrgs for Serv-Plan Review Fee                ,0,0,0,0,0,0,0.00%
6100-91-91-910-0000-00000-00000-000-489000- Other Miscellaneous Revenue                   ,0,0,0,-547.35,0,547.35,0.00%
6100-91-91-910-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,462847,-100,462747,473624.24,0,-10877.24,102.40%
6100-91-91-910-0000-00000-00000-000-511003- Compensation - Temp/Seasonal                  ,0,0,0,0,0,0,0.00%
6100-91-91-910-0000-00000-00000-000-511004- Compensation - Overtime                       ,0,723,723,722.36,0,0.64,99.90%
6100-91-91-910-0000-00000-00000-000-511010- Quality of Serv Award                         ,1053,100,1153,1136.16,0,16.84,98.50%
6100-91-91-910-0000-00000-00000-000-512001- FICA Tax Expense                              ,34010,0,34010,35142.01,0,-1132.01,103.30%
6100-91-91-910-0000-00000-00000-000-512002- Employer - LGERS                              ,22267,0,22267,23183.1,0,-916.1,104.10%
6100-91-91-910-0000-00000-00000-000-512005- Employer - 401(K)                             ,23195,0,23195,23415.1,0,-220.1,100.90%
6100-91-91-910-0000-00000-00000-000-512012- Vehicle Allowance                             ,4813,0,4813,4818.59,0,-5.59,100.10%
6100-91-91-910-0000-00000-00000-000-512014- Group Insurance Expense                       ,47028,0,47028,47028,0,0,100.00%
6100-91-91-910-0000-00000-00000-000-512018- Phone Allowance                               ,0,0,0,0,0,0,0.00%
6100-91-91-910-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,0,0,0,0,0,0.00%
6100-91-91-910-0000-00000-00000-000-521001- Contracted Services                           ,0,0,0,0,0,0,0.00%
6100-91-91-910-0000-00000-00000-000-521004- Rental/Lease                                  ,6500,5169,11669,5227.21,0,6441.79,44.80%
6100-91-91-910-0000-00000-00000-000-521008- Services - Copying and Dupl                   ,2800,0,2800,0,0,2800,0.00%
6100-91-91-910-0000-00000-00000-000-521009- Services - Advertising                        ,0,0,0,0,0,0,0.00%
6100-91-91-910-0000-00000-00000-000-522001- Maintenance and Repairs                       ,1000,-1000,0,0,0,0,0.00%
6100-91-91-910-0000-00000-00000-000-523001- Training                                      ,10100,2075,12175,11087.09,0,1087.91,91.10%
6100-91-91-910-0000-00000-00000-000-523002- Dues & Subscriptions                          ,20000,325,20325,14988.8,0,5336.2,73.70%
6100-91-91-910-0000-00000-00000-000-524001- Supplies - Other                              ,8000,2445,10445,8285.93,1790.68,368.39,96.50%
6100-91-91-910-0000-00000-00000-000-524003- Supplies - Safety Equipment                   ,0,0,0,0,0,0,0.00%
6100-91-91-910-0000-00000-00000-000-524004- Supplies - Books/Audio Visual                 ,200,0,200,10,0,190,5.00%
6100-91-91-910-0000-00000-00000-000-528001- Licenses Taxes & Fees                         ,20000,-479,19521,18042.44,1194.56,284,98.50%
6100-91-91-910-0000-00000-00000-000-528502- Telephone                                     ,3264,0,3264,2511.2,0,752.8,76.90%
6100-91-91-910-0000-00000-00000-000-528503- Long Distance                                 ,0,0,0,0,0,0,0.00%
6100-91-91-910-0000-00000-00000-000-528504- Radio Charges                                 ,864,0,864,0,0,864,0.00%
6100-91-91-910-0000-00000-00000-000-528505- Cellular Usage                                ,5000,0,5000,4897.25,0,102.75,97.90%
6100-91-91-910-0000-00000-00000-000-571001- Fleet Maintenance Charges                     ,0,0,0,0,0,0,0.00%
6100-91-91-910-0000-00000-00000-000-571002- Fleet Fuel Charges                            ,0,0,0,0,0,0,0.00%
6100-91-91-910-0000-00000-00000-000-571004- Motor Pool Charges                            ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL Water Administration          ,-102188,9258,-92930,-248687.18,2985.24,152771.94,264.40%
,,,,,,,
,,,,,,,
911,Water General Operations Div,,,,,,
,,,,,,,
61000911,Wtr Svc Fd - Water Gen Oper,,,,,,
,,,,,,,
6100-91-91-911-0000-00000-00000-000-436000- Restrictd Intergv State Grants                ,0,0,0,0,0,0,0.00%
6100-91-91-911-0000-00000-00000-000-436001- FEMA 2010 State Storm Reimburs                ,0,0,0,0,0,0,0.00%
6100-91-91-911-0000-00000-00000-000-450010- Charges for Services                          ,0,0,0,0,0,0,0.00%
6100-91-91-911-0000-00000-00000-000-450503- Bottled Water Sales                           ,0,0,0,-597.24,0,597.24,0.00%
6100-91-91-911-0000-00000-00000-000-450707- Technology Fee                                ,0,0,0,0,0,0,0.00%
6100-91-91-911-0000-00000-00000-000-460000- Income from Investments                       ,-550000,0,-550000,-300865.96,0,-249134.04,54.70%
